,岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位,工作职位1,公司名称1,专业1,学校1,学校层次1,职位名1,组织名1,项目名称1
263,418,1,1,1532,1574,69,8,0,0,0,3,11193,62,13,223,0,0,1297,411,3,0,0,5969
264,418,2,2102,2081,1297,1182,8,0,0,0,2,30,11,3,0,1029,1501,1219,173,3,0,0,12526
265,331,2,2526,1695,245,171,10,0,0,0,0,0,14,1,0,2526,1150,246,171,10,0,0,0
266,519,0,0,0,1296,715,11,0,0,0,1,2430,2,5,0,0,0,269,715,11,0,0,0
267,418,0,0,0,1296,547,10,0,0,0,1,2501,55,11,223,0,0,279,546,3,0,0,0
268,418,0,0,0,525,1163,10,0,0,0,3,6123,26,13,0,0,0,271,1163,10,0,0,9732
269,326,3,1,2656,1296,212,9,0,0,0,2,1251,11,3,0,1015,2374,1297,212,9,0,0,12001
270,427,3,2042,1910,383,1038,3,1,468,37,0,0,12,9,0,1266,798,386,1007,10,0,0,0
271,418,0,0,0,1784,1007,10,0,0,0,1,6374,30,0,747,0,0,1290,1007,10,0,0,0
272,519,0,0,0,1296,630,11,0,0,0,3,7857,19,7,0,0,0,1296,408,10,0,0,3391
273,328,0,0,0,1297,69,8,0,0,0,2,9901,27,10,6,0,0,1198,174,3,0,0,6285
274,331,0,0,0,1296,12,11,0,0,0,3,11268,20,5,188,0,0,1296,831,3,0,0,1666
275,412,3,1,1284,1,1049,8,1,711,2191,0,0,5,0,0,1,1192,378,425,11,0,0,0
276,418,0,0,0,1426,1045,8,0,0,0,1,8317,25,7,0,0,0,1296,381,10,0,0,0
277,344,3,347,1265,1,88,8,1,792,1225,2,8866,1,5,0,1429,718,1223,590,10,0,0,13009
278,516,1,1,614,1297,115,10,0,0,0,1,1665,1,17,0,0,0,1297,903,1,0,0,0
279,331,1,924,2374,1290,510,10,0,0,0,3,2786,4,0,0,0,0,1290,71,12,0,0,8322
280,328,0,0,0,1226,590,10,0,0,0,2,10483,26,2,0,0,0,757,590,10,0,0,10104
281,518,1,1192,3628,1289,991,10,0,0,0,1,1012,2,12,0,0,0,1294,604,11,0,0,0
282,519,2,241,1981,1968,548,11,0,0,0,3,4785,0,12,449,684,2374,1966,547,10,0,0,7031
283,328,1,2187,475,1195,1091,10,0,0,0,3,12383,43,11,614,0,0,1205,1090,3,0,0,8792
284,328,0,0,0,1195,171,10,0,0,0,2,350,25,13,625,0,0,1189,171,10,0,0,11659
285,324,1,2500,1773,1275,548,11,0,0,0,1,10566,6,14,67,0,0,1275,548,11,0,0,0
286,418,1,1720,1481,1297,1182,8,0,0,0,2,8277,25,1,0,0,0,1297,991,10,0,0,4405
287,516,1,650,396,1936,909,5,1,1,1975,0,0,8,1,654,0,0,1936,954,10,0,0,0
288,328,0,0,0,1297,590,10,0,0,0,3,10849,14,5,0,0,0,1,649,3,0,0,10060
289,328,1,1,2242,1545,69,8,0,0,0,1,7323,21,8,0,0,0,1547,1147,10,0,0,0
290,516,2,1919,2577,1195,919,3,0,0,0,5,10595,10,21,0,2504,2208,1268,200,3,0,0,8676
291,516,2,606,980,155,919,3,0,0,0,4,2784,19,8,0,944,483,1297,749,3,0,0,4636
292,331,1,916,1456,1296,171,10,0,0,0,1,12947,13,8,0,0,0,0,0,0,0,0,0
293,418,1,2389,3605,1296,948,11,0,0,0,0,0,0,0,223,0,0,293,948,11,0,0,0
294,516,2,1,4529,1,510,10,0,0,0,2,5553,18,10,67,1,3846,1,510,10,0,0,8918
295,331,0,0,0,834,1012,8,0,0,0,4,5789,30,11,40,0,0,834,1012,8,0,0,6466
296,412,1,1423,1307,326,604,11,2,94,1283,0,0,6,8,280,0,0,0,0,0,711,1268,0
297,418,0,0,0,1297,115,10,0,0,0,1,11448,29,2,704,0,0,361,474,10,0,0,0
298,324,0,0,0,1195,547,10,0,0,0,2,2895,26,17,0,0,0,1195,1007,10,0,0,4840
299,519,3,2515,2021,1296,572,8,0,0,0,1,8785,12,2,0,2515,2198,1784,624,9,0,0,0
300,331,0,0,0,1296,145,3,0,0,0,3,3061,35,14,39,0,0,1290,446,1,0,0,7173
301,418,0,0,0,1296,590,10,0,0,0,2,6215,22,5,0,0,0,1292,986,3,0,0,4669
302,516,1,2312,1815,1129,177,11,0,0,0,3,7969,5,4,426,0,0,1296,177,11,0,0,2761
303,328,0,0,0,1195,1007,10,0,0,0,2,6041,10,4,602,0,0,1296,1007,10,0,0,5677
304,517,0,0,0,248,1186,3,0,0,0,2,6666,12,9,0,0,0,1195,1182,8,0,0,2277
305,519,0,0,0,1450,1182,8,0,0,0,3,12755,10,29,67,0,0,1443,1182,8,0,0,9985
306,519,0,0,0,1275,590,10,0,0,0,2,10767,15,19,645,0,0,1275,590,10,0,0,5555
307,517,1,268,1981,1275,1163,10,0,0,0,1,9682,21,9,0,0,0,1275,1163,10,0,0,0
308,418,1,2369,1721,1195,491,10,0,0,0,1,2676,32,0,700,0,0,0,0,0,0,0,0
309,417,5,547,3485,458,106,12,0,0,0,0,0,6,0,0,575,1090,1612,1047,8,0,0,0
310,418,1,1029,2374,1296,471,11,0,0,0,2,6755,16,4,0,0,0,0,0,0,0,0,6461
311,516,1,2312,4410,1297,581,11,0,0,0,1,3922,27,17,681,0,0,1189,1000,3,0,0,0
312,418,1,241,1249,1297,408,10,0,0,0,2,10555,23,7,0,0,0,1225,249,10,0,0,6934
313,418,1,2375,3186,1296,644,10,0,0,0,3,509,27,12,722,0,0,1297,644,10,0,0,5314
314,516,0,0,0,251,909,5,0,0,0,2,5023,3,5,0,0,0,1205,425,11,0,0,4921
315,418,0,0,0,1296,12,11,0,0,0,1,9240,38,8,0,0,0,1296,12,11,0,0,0
316,328,1,1,2656,1297,557,12,0,0,0,2,3881,13,0,0,0,0,1297,548,11,0,0,6769
317,328,0,0,0,1296,1012,8,0,0,0,5,2764,18,4,0,0,0,1296,1012,8,0,0,11869
318,516,1,260,111,1348,901,10,0,0,0,2,3266,32,7,0,0,0,279,901,10,0,0,7835
319,418,0,0,0,1226,655,11,0,0,0,2,11188,35,0,0,0,0,1227,306,11,0,0,8038
320,430,3,2420,297,453,476,10,1,734,1041,0,0,15,0,368,2420,2597,0,0,0,0,0,0
321,519,3,249,1156,248,212,9,0,0,0,1,9822,6,3,0,249,2143,1205,215,3,0,0,0
322,418,1,2091,2545,1297,715,11,0,0,0,2,8031,36,13,722,0,0,457,715,11,0,0,10743
323,518,0,0,0,234,12,11,0,0,0,3,8529,26,10,0,0,0,1194,315,3,0,0,10868
324,331,1,50,3048,1296,394,10,0,0,0,3,12766,21,14,196,0,0,1290,281,3,0,0,4479
325,342,3,667,1303,584,1040,8,0,0,0,4,2851,4,0,0,436,4459,277,1124,12,0,0,3654
326,516,2,241,1836,1130,909,5,0,0,0,6,8463,17,4,0,13,397,1936,2,3,0,0,11618
327,328,0,0,0,1457,547,10,3,1,1144,2,5523,6,29,0,0,0,1205,547,10,123,1151,5341
328,418,3,1388,2300,1296,984,3,0,0,0,0,0,0,0,0,2385,3588,0,0,0,0,0,0
329,340,1,2224,1272,1892,514,11,1,388,1093,1,6987,8,20,0,0,0,269,1072,3,0,0,0
330,516,0,0,0,1275,970,11,0,0,0,3,4909,20,6,0,0,0,1265,445,3,0,0,9334
331,406,0,0,0,1296,909,5,0,0,0,6,9574,8,25,261,0,0,1275,909,5,0,0,7556
332,412,5,124,2597,1107,1042,8,0,0,0,0,0,10,7,0,475,4066,538,841,10,0,0,0
333,516,1,1148,721,174,212,9,1,1,236,5,8400,0,4,0,0,0,1,212,9,0,0,2048
334,519,1,1998,1981,1296,376,11,0,0,0,0,0,18,2,473,0,0,1296,376,11,0,0,0
335,519,2,1988,2387,1,212,9,0,0,0,0,0,7,8,0,1988,1156,1296,445,3,0,0,0
336,344,5,1435,3989,342,745,8,1,1,231,1,12151,11,6,0,1514,2374,1,82,8,0,0,0
337,418,1,1,4305,1,445,3,0,0,0,8,12880,12,10,0,0,0,1290,445,3,0,0,12764
338,519,1,2001,2243,658,700,8,2,386,946,8,10797,7,14,0,0,0,1198,425,11,386,938,9941
339,418,0,0,0,1296,145,3,0,0,0,3,2958,28,8,700,0,0,279,427,10,0,0,3180
340,519,2,1107,2355,1754,1232,12,0,0,0,2,4649,14,9,0,2019,2356,1754,51,4,0,0,3545
341,412,0,0,0,1296,590,10,3,733,2506,0,0,3,0,0,0,0,0,0,0,68,1224,0
342,328,1,1,3402,1640,510,10,0,0,0,1,12613,7,1,0,0,0,1640,1186,3,0,0,0
343,516,1,249,211,1886,548,11,0,0,0,2,1407,12,9,67,0,0,1296,12,11,0,0,690
344,518,0,0,0,1195,69,8,0,0,0,3,12373,10,18,220,0,0,1275,281,3,0,0,3762
345,418,0,0,0,1457,655,11,0,0,0,4,3033,25,3,698,0,0,1205,655,11,0,0,3535
346,516,0,0,0,1784,898,12,0,0,0,2,2266,11,8,67,0,0,1784,616,11,0,0,12020
347,418,0,0,0,1297,954,10,0,0,0,2,12774,11,10,0,0,0,1297,954,10,0,0,1836
348,517,1,226,219,1195,590,10,0,0,0,5,6815,10,1,0,0,0,1195,590,10,0,0,1669
349,516,3,241,2642,1204,936,12,0,0,0,2,7169,1,24,0,241,3850,1296,1007,10,0,0,697
350,418,0,0,0,1457,510,10,0,0,0,2,7282,22,3,704,0,0,1205,171,10,0,0,2567
351,516,1,203,1915,579,482,9,0,0,0,0,0,4,5,0,0,0,1285,1012,8,0,0,0
352,412,3,996,40,380,154,10,1,1,2301,2,2026,8,2,0,281,1021,381,670,10,0,0,1424
353,342,3,1290,2167,973,919,3,1,711,1275,1,767,55,4,0,1,2168,370,604,11,0,0,0
354,418,2,2373,2067,1296,680,10,0,0,0,2,9183,11,1,717,1,3282,1768,680,10,0,0,7036
355,418,0,0,0,1296,680,10,0,0,0,1,8307,21,0,704,0,0,354,652,3,0,0,0
356,519,1,1998,2374,1297,624,9,0,0,0,0,0,6,3,0,0,0,1296,847,9,0,0,0
357,519,2,241,1002,1275,1182,8,1,231,1302,5,688,0,14,0,241,1002,1,126,8,0,0,7113
358,418,0,0,0,1275,630,11,0,0,0,2,12908,13,4,0,0,0,0,0,0,0,0,2484
359,516,0,0,0,1195,616,11,0,0,0,2,1487,21,8,0,0,0,1195,1012,8,0,0,2293
360,328,0,0,0,956,365,11,1,509,1015,1,3516,21,7,0,0,0,286,447,10,0,0,0
361,418,0,0,0,1,12,11,0,0,0,2,6808,19,8,220,0,0,1,12,11,0,0,2490
362,418,0,0,0,1275,69,8,0,0,0,2,3273,8,10,0,0,0,1275,427,10,0,0,6037
363,516,1,249,3888,1195,919,3,0,0,0,1,3002,14,6,0,0,0,1296,384,12,0,0,0
364,326,1,2287,1815,209,510,10,0,0,0,2,6336,44,6,0,0,0,1296,270,10,0,0,4633
365,342,2,1146,2597,1296,1012,8,0,0,0,3,1473,20,24,0,1157,3065,1297,282,3,0,0,7824
366,519,1,2244,3579,1297,980,11,0,0,0,0,0,12,7,657,0,0,1297,3,3,0,0,0
367,328,0,0,0,1274,630,11,0,0,0,2,5611,11,7,0,0,0,1274,904,10,0,0,6063
368,518,2,1,2055,1275,680,10,0,0,0,2,11008,27,8,0,1,196,1189,706,3,0,0,10614
369,328,0,0,0,1195,847,9,1,656,92,3,10917,7,9,0,0,0,1200,847,9,0,0,5847
370,430,3,2431,3168,1069,1204,8,0,0,0,1,8121,8,1,0,2419,1276,384,715,11,0,0,0
371,340,2,1540,2872,1263,434,5,0,0,0,2,8824,5,0,334,2325,4087,0,0,0,0,0,3073
372,418,0,0,0,1296,69,8,0,0,0,2,6200,54,4,0,0,0,1296,548,11,0,0,12459
373,328,2,1250,2422,1,577,11,0,0,0,4,8449,9,6,0,1250,3914,1296,577,11,0,0,3741
374,347,0,0,0,1528,748,3,0,0,0,5,8466,11,4,0,0,0,0,0,0,0,0,2248
375,516,2,1,4371,1960,577,11,0,0,0,2,10893,10,4,0,1,4078,1297,577,11,0,0,1644
376,328,1,1,1156,1204,894,11,0,0,0,3,10397,32,12,614,0,0,1275,393,3,0,0,6286
377,516,0,0,0,1297,434,5,0,0,0,0,0,8,6,673,0,0,1297,655,11,0,0,0
378,328,0,0,0,1195,306,11,0,0,0,0,0,5,3,0,0,0,1192,93,3,0,0,0
379,516,3,234,136,219,482,9,0,0,0,0,0,17,0,0,533,3846,901,476,10,0,0,0
380,430,2,409,243,372,1032,10,2,692,435,2,572,9,5,0,2432,1008,0,0,0,684,2236,3365
381,328,0,0,0,1457,1163,10,0,0,0,2,6301,22,4,607,0,0,1195,1163,10,0,0,5637
382,326,0,0,0,1296,396,11,0,0,0,3,8707,4,10,0,0,0,1296,444,3,0,0,2869
383,412,0,0,0,891,981,12,0,0,0,0,0,15,4,0,0,0,1227,980,11,0,0,0
384,418,0,0,0,1195,1012,8,0,0,0,2,196,54,7,698,0,0,1275,1019,3,0,0,9478
385,519,0,0,0,1203,1156,11,0,0,0,3,128,17,18,0,0,0,1476,1156,11,0,0,13050
386,418,1,1029,2374,1,12,11,0,0,0,4,10316,28,2,0,0,0,1,590,10,0,0,713
387,516,1,489,1514,193,329,12,0,0,0,0,0,4,10,0,0,0,855,498,10,0,0,0
388,331,2,913,2374,1457,474,10,2,1,1038,6,11280,0,15,0,912,2960,1285,474,10,160,183,2357
389,412,4,1633,27,1011,90,12,0,0,0,0,0,7,2,0,1,2883,1165,1215,12,0,0,0
390,516,2,249,1456,1296,909,5,0,0,0,1,1757,10,14,0,204,1017,1296,909,5,0,0,0
391,418,0,0,0,1205,1163,10,0,0,0,2,5156,11,4,0,0,0,1205,1163,10,0,0,10909
392,342,0,0,0,1289,604,11,0,0,0,2,8632,12,2,264,0,0,1289,604,11,0,0,2700
393,517,1,649,1862,1352,440,3,0,0,0,1,834,18,8,0,0,0,361,655,11,0,0,0
394,516,0,0,0,1,909,5,0,0,0,3,1116,10,0,0,0,0,1,909,5,0,0,12282
395,328,0,0,0,1297,1182,8,0,0,0,3,5525,17,7,0,0,0,1189,863,3,0,0,3416
396,516,1,1,1453,1296,980,11,0,0,0,3,9139,29,15,0,0,0,1296,980,11,0,0,6226
397,328,1,1,1456,1195,510,10,0,0,0,6,8703,3,7,402,0,0,1205,2,3,0,0,11526
398,517,0,0,0,1296,171,10,0,0,0,2,3366,9,10,0,0,0,1296,259,3,0,0,2542
399,412,2,1564,136,958,630,11,2,802,1387,3,7862,6,19,0,1894,3353,958,630,11,684,1396,10259
400,412,2,361,63,378,118,3,2,64,270,0,0,9,6,0,2022,3721,0,0,0,711,1548,0
401,517,2,226,219,277,909,5,0,0,0,1,12446,3,9,0,1698,1092,459,604,11,0,0,0
402,324,2,226,1456,1296,396,11,0,0,0,2,8604,13,0,0,19,887,1296,173,3,0,0,9096
403,328,0,0,0,1251,1163,10,0,0,0,1,6321,24,10,624,0,0,1227,1062,3,0,0,0
404,519,0,0,0,1296,1163,10,0,0,0,3,591,11,22,0,0,0,1195,711,3,0,0,12524
405,518,2,2113,3833,1296,40,10,0,0,0,0,0,0,11,0,241,4104,1297,399,3,0,0,0
406,418,0,0,0,1296,991,10,0,0,0,2,6560,30,2,0,0,0,1296,991,10,0,0,6564
407,418,0,0,0,1297,306,11,0,0,0,2,6383,23,0,0,0,0,0,0,0,0,0,9357
408,517,1,241,1073,155,715,11,0,0,0,3,12734,38,38,0,0,0,75,1018,3,0,0,4857
409,418,0,0,0,1289,69,8,0,0,0,1,8348,12,0,0,0,0,1290,680,10,0,0,0
410,331,1,924,2740,288,970,11,0,0,0,4,893,52,3,0,0,0,0,0,0,0,0,12562
411,418,3,618,1736,1195,482,9,0,0,0,0,0,11,0,0,2170,1836,1192,479,12,0,0,0
412,340,4,1519,827,1011,1049,8,1,639,2266,1,1494,10,3,0,200,3535,1011,1053,8,0,0,0
413,418,1,1024,959,1296,200,3,0,0,0,2,1171,29,4,0,0,0,1296,749,3,0,0,3479
414,519,2,1906,2374,1457,847,9,0,0,0,3,11215,5,2,0,1906,4122,1205,1163,10,0,0,4120
415,331,0,0,0,1296,306,11,0,0,0,2,9355,15,6,0,0,0,1296,312,10,0,0,4600
416,328,0,0,0,1226,212,9,0,0,0,2,987,42,3,400,0,0,1226,904,10,0,0,6343
417,342,1,1024,2811,1289,69,8,0,0,0,2,5971,37,5,267,0,0,1205,980,11,0,0,5564
418,412,2,365,3963,1018,539,8,3,273,230,0,0,0,5,0,1462,3427,386,445,3,312,554,0
419,328,0,0,0,1549,12,11,2,1,1563,5,854,0,6,0,0,0,1284,12,11,1,1371,5595
420,412,1,1283,1853,383,493,11,2,137,2486,1,7725,2,0,0,0,0,297,494,1,388,1517,0
421,519,1,1,1456,1195,327,9,0,0,0,3,1542,3,0,0,0,0,361,40,10,0,0,11007
422,412,2,1540,2538,1,126,8,2,693,385,1,840,5,0,0,2113,2547,1297,548,11,278,379,0
423,324,0,0,0,1275,630,11,0,0,0,1,10003,21,5,0,0,0,1275,630,11,0,0,0
424,326,2,1203,1766,1296,514,11,0,0,0,1,7121,13,10,0,1203,1685,1296,516,12,0,0,0
425,517,4,1,494,333,327,9,0,0,0,4,8488,0,22,0,1,2923,0,0,0,0,0,2669
426,418,1,2373,1094,1,145,3,0,0,0,0,0,25,5,722,0,0,1,145,3,0,0,0
427,516,1,1807,1577,1055,441,10,0,0,0,6,6928,17,9,67,0,0,288,721,3,0,0,1676
428,328,2,61,13,1296,853,12,0,0,0,5,1868,6,13,0,241,3064,1296,847,9,0,0,9704
429,328,0,0,0,134,471,11,0,0,0,2,12712,42,6,0,0,0,1297,715,11,0,0,12781
430,418,1,1,794,1814,594,12,1,798,798,0,0,22,7,0,0,0,1296,590,10,0,0,0
431,328,0,0,0,1296,1182,8,0,0,0,2,9740,14,4,610,0,0,1226,1182,8,0,0,8424
432,328,3,2490,4182,1296,1147,10,0,0,0,5,6055,35,7,0,1095,4130,1,1147,10,0,0,5576
433,519,2,1,4368,1225,247,3,0,0,0,3,3101,11,21,637,1,2555,1225,841,10,0,0,7780
434,418,2,2117,4307,1876,919,3,1,1,2625,2,6383,23,20,0,34,1678,1296,713,3,0,0,9530
435,418,1,2361,1565,1296,249,10,0,0,0,3,8241,9,5,0,0,0,1296,249,10,0,0,3334
436,347,2,1523,2879,1,306,11,3,799,709,0,0,2,0,357,1523,1327,0,0,0,799,1299,0
437,519,0,0,0,1296,1163,10,0,0,0,3,5319,11,6,0,0,0,1296,897,8,0,0,6246
438,406,0,0,0,1638,153,8,0,0,0,3,4080,3,2,0,0,0,1205,471,11,0,0,11066
439,418,0,0,0,209,548,11,0,0,0,3,895,23,8,747,0,0,1296,551,12,0,0,1408
440,418,0,0,0,1297,1012,8,0,0,0,2,334,15,5,0,0,0,1297,1012,8,0,0,8845
441,418,2,1051,2858,1296,954,10,0,0,0,2,12022,30,8,220,1051,3898,361,954,10,0,0,903
442,519,2,1,1453,1226,904,10,0,0,0,2,2849,3,11,487,1202,1156,751,212,9,0,0,12437
443,418,1,1852,886,1195,396,11,0,0,0,2,669,19,6,0,0,0,1205,991,10,0,0,10141
444,417,3,2527,4475,7,202,12,0,0,0,2,12730,4,0,0,1404,2792,0,0,0,0,0,2045
445,430,3,2432,2923,1,306,11,2,13,692,0,0,4,14,0,2432,49,380,306,11,430,892,0
446,324,0,0,0,1296,1163,10,1,259,2428,4,5515,8,5,0,0,0,1293,1163,10,0,0,8957
447,332,0,0,0,1195,12,11,0,0,0,1,7417,10,6,0,0,0,1275,590,10,0,0,0
448,418,0,0,0,1195,189,12,0,0,0,3,342,18,2,0,0,0,1195,177,11,0,0,904
449,516,0,0,0,1296,1091,10,0,0,0,2,3595,12,0,0,0,0,1194,590,10,0,0,2279
450,412,3,1,4386,558,396,11,0,0,0,2,8028,13,3,0,102,298,531,840,10,0,0,1082
451,328,0,0,0,1189,306,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
452,418,1,2375,1330,1297,1012,8,0,0,0,1,3736,34,0,722,0,0,1297,246,3,0,0,0
453,331,0,0,0,159,306,11,0,0,0,2,8912,20,22,196,0,0,1936,325,3,0,0,8743
454,412,4,547,1039,1,486,12,3,376,1053,5,7097,7,20,0,501,812,1,715,11,376,1583,3599
455,418,0,0,0,1296,589,12,0,0,0,3,8179,22,0,0,0,0,1296,590,10,0,0,12567
456,427,3,1861,3675,383,948,11,2,45,1994,0,0,0,19,0,1792,3544,386,690,3,338,1497,0
457,418,0,0,0,1297,1147,10,0,0,0,3,1348,22,9,32,0,0,1285,976,3,0,0,6371
458,418,1,2113,2561,1296,866,10,1,262,2624,1,801,21,8,0,0,0,0,0,0,0,0,0
459,518,0,0,0,1275,683,3,0,0,0,2,2063,14,19,0,0,0,0,0,0,0,0,7468
460,516,1,2312,325,208,471,11,0,0,0,1,1906,0,15,0,0,0,1296,952,11,0,0,0
461,418,0,0,0,1297,1156,11,0,0,0,2,10337,14,4,31,0,0,0,0,0,0,0,359
462,516,1,1397,2776,1297,376,11,0,0,0,3,12227,6,13,67,0,0,1297,754,3,0,0,12428
463,328,0,0,0,1,177,11,0,0,0,0,0,31,16,0,0,0,756,948,11,0,0,0
464,331,0,0,0,1296,1163,10,2,1,1303,2,3040,23,7,196,0,0,1297,1163,10,1,424,3128
465,342,3,1171,1202,65,1156,11,4,101,169,4,2378,18,8,264,1,2520,1,991,10,684,2403,10920
466,418,3,1454,3717,1973,1049,8,2,1,1727,0,0,17,2,0,828,219,2011,66,12,307,1726,0
467,519,2,1,1487,822,212,9,1,1,593,1,4713,7,9,0,1,1637,1592,212,9,0,0,0
468,519,2,728,2280,279,847,9,0,0,0,0,0,9,10,0,1367,3935,1,365,11,0,0,0
469,418,1,2234,391,897,69,8,1,1,2161,1,8769,12,4,0,0,0,1205,145,3,0,0,0
470,517,1,1749,357,279,624,9,2,1,2633,0,0,11,7,0,0,0,280,624,9,1,1337,0
471,418,0,0,0,1296,1012,8,0,0,0,2,6372,53,11,722,0,0,1296,256,3,0,0,375
472,328,1,1513,1456,1204,212,9,0,0,0,5,2711,0,26,0,0,0,1296,408,10,0,0,2291
473,517,0,0,0,1457,1182,8,0,0,0,3,1252,31,13,0,0,0,1192,478,10,0,0,10509
474,519,1,1203,1456,1204,327,9,2,353,11,0,0,12,6,0,0,0,1703,1182,8,366,2469,0
475,412,0,0,0,458,1146,10,2,645,2367,0,0,13,0,0,0,0,0,0,0,453,207,0
476,519,0,0,0,1195,953,12,0,0,0,5,10744,10,13,0,0,0,1275,954,10,0,0,8324
477,326,0,0,0,1297,604,11,0,0,0,3,728,22,9,0,0,0,1,604,11,0,0,12091
478,517,2,1,3874,1296,847,9,1,388,1142,5,981,7,18,0,1,2010,1296,548,11,0,0,12152
479,328,1,2113,4274,1195,1156,11,0,0,0,2,1133,71,6,614,0,0,1205,393,3,0,0,8195
480,519,0,0,0,1275,306,11,0,0,0,2,10346,22,1,67,0,0,0,0,0,0,0,2066
481,519,0,0,0,266,935,12,0,0,0,2,6534,5,26,0,0,0,1198,900,10,0,0,2891
482,519,2,1376,2974,113,327,9,0,0,0,0,0,3,10,0,241,1345,1205,474,10,0,0,0
483,519,2,1,2299,1297,471,11,0,0,0,0,0,0,7,0,1,3892,1296,365,11,0,0,0
484,517,0,0,0,1195,12,11,1,338,2362,3,4759,45,12,0,0,0,1279,1139,3,0,0,4584
485,418,0,0,0,1296,1156,11,0,0,0,2,5910,51,5,0,0,0,1296,251,3,0,0,5658
486,516,1,2219,3858,1296,1012,8,0,0,0,2,10021,7,19,0,0,0,1296,713,3,0,0,6516
487,418,1,1,2170,1297,547,10,0,0,0,2,131,27,2,0,0,0,1297,683,3,0,0,5763
488,328,1,2187,2769,1296,154,10,0,0,0,4,1801,17,8,220,0,0,1297,670,10,0,0,481
489,517,0,0,0,1195,909,5,1,817,1711,2,9962,17,13,0,0,0,1187,590,10,0,0,570
490,331,0,0,0,1297,630,11,0,0,0,2,6457,45,9,185,0,0,1294,1203,10,0,0,7357
491,412,1,1,1401,573,352,11,3,1,948,0,0,7,6,0,0,0,35,425,11,366,939,0
492,516,0,0,0,1434,1182,8,0,0,0,3,5661,43,25,0,0,0,279,902,12,0,0,4800
493,418,0,0,0,1195,445,3,0,0,0,2,66,16,6,0,0,0,1297,990,3,0,0,7208
494,331,1,1,4216,248,442,3,0,0,0,3,13023,21,14,196,0,0,246,195,3,0,0,8740
495,519,1,190,1667,1195,474,10,0,0,0,3,594,31,0,0,0,0,1265,2,3,0,0,13058
496,418,0,0,0,1297,1182,8,0,0,0,2,13082,9,8,704,0,0,1296,1152,11,0,0,4715
497,430,2,2067,82,380,896,10,3,220,1922,0,0,3,5,0,1627,1158,448,896,10,104,1919,0
498,412,2,1172,2220,607,9,8,1,184,616,0,0,10,10,0,1,1199,363,246,3,0,0,0
499,412,3,1,2527,1195,715,11,5,259,1574,3,8819,9,17,280,1258,1237,269,282,3,731,1580,8820
500,328,0,0,0,209,920,12,0,0,0,2,6324,41,1,0,0,0,1296,474,10,0,0,5276
501,412,0,0,0,280,551,12,2,484,1169,0,0,13,10,0,0,0,1224,551,12,46,1170,0
502,516,0,0,0,1195,655,11,0,0,0,2,7833,73,11,681,0,0,1796,726,3,0,0,9626
503,412,2,1957,2152,461,154,10,3,13,341,0,0,12,4,0,1889,3498,0,0,0,317,333,0
504,412,3,1728,988,946,1098,8,0,0,0,0,0,6,5,0,1427,3247,381,876,3,0,0,0
505,519,0,0,0,1296,1163,10,0,0,0,3,8359,11,4,0,0,0,1293,1163,10,0,0,12999
506,418,1,1,1887,1275,400,11,0,0,0,4,10587,38,14,0,0,0,1275,400,11,0,0,3848
507,326,1,1,276,1296,550,12,0,0,0,3,1881,2,5,0,0,0,1296,548,11,0,0,1693
508,412,1,1856,691,522,471,11,0,0,0,3,1919,4,2,280,0,0,538,109,12,0,0,1060
509,427,4,890,4046,1346,69,8,2,606,1822,0,0,0,11,0,890,2353,386,680,10,145,1481,0
510,328,1,1029,1818,1195,69,8,0,0,0,1,10943,40,15,0,0,0,1294,680,10,0,0,0
511,340,3,547,1276,1718,581,11,2,1,2630,1,10653,9,0,0,1203,256,2017,191,12,397,1197,0
512,328,0,0,0,1289,548,11,0,0,0,2,3097,32,10,531,0,0,1,568,12,0,0,7422
513,418,2,1055,3621,1296,590,10,0,0,0,1,548,15,6,0,2106,219,0,0,0,0,0,0
514,418,0,0,0,1,171,10,0,0,0,2,9652,14,0,0,0,0,1296,322,3,0,0,10533
515,517,1,1,1453,1,376,11,0,0,0,3,12106,11,2,0,0,0,1232,991,10,0,0,2053
516,517,0,0,0,1192,1163,10,0,0,0,2,4729,10,8,0,0,0,1195,997,3,0,0,102
517,519,0,0,0,1275,954,10,0,0,0,2,1819,40,6,449,0,0,1275,954,10,0,0,7378
518,418,0,0,0,1195,447,10,0,0,0,2,7485,25,0,0,0,0,1296,690,3,0,0,9883
519,516,0,0,0,1275,1012,8,0,0,0,1,9490,15,14,558,0,0,1275,1012,8,0,0,0
520,412,1,1232,565,1268,1147,10,1,1,174,2,832,8,6,0,0,0,1232,1147,10,0,0,7536
521,418,2,1034,3036,1286,1060,12,0,0,0,4,12210,27,2,532,1,4294,1192,12,11,0,0,12775
522,332,2,1317,2334,1226,590,10,1,1,920,3,9007,40,12,0,898,3241,1226,673,12,0,0,11986
523,328,0,0,0,1,941,12,0,0,0,4,3980,9,2,0,0,0,1296,1012,8,0,0,11958
524,412,0,0,0,984,69,8,1,606,1276,3,9217,18,12,0,0,0,1279,604,11,0,0,1005
525,412,2,1208,426,362,177,11,3,710,514,2,2583,4,2,0,1789,2102,380,177,11,589,719,2941
526,517,0,0,0,1195,1007,10,0,0,0,4,368,36,21,0,0,0,1225,727,3,0,0,2354
