岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位
418,0,[],[],[1336 1336],[21 1296],[13 12 18],0,[],[],4,[18351 4831 3048 3552],18,10,[737]
517,3,[0 0 0],[3216 1875 57],[1868 1868],[1071 822],[0 26 11],0,[],[],7,[5976 1374 13091 18251 13805 15543 5529],19,14,[]
418,0,[],[],[1358 1357],[495 495],[12 24],0,[],[],6,[533 4782 505 10946 10945 17642],0,4,[737]
412,3,[0 0 0],[303 708 3712],[1219 375],[1188 106],[7 21],1,[0],[818],1,[12998],13,0,[]
418,0,[],[],[272 1255],[1087 218],[12 18],0,[],[],2,[9651 833],60,0,[745]
328,1,[0],[1697],[1358 293],[250 986],[8 5 13 12 24],0,[],[],2,[5339 5309],23,0,[]
516,1,[2242],[2178],[1195 1357],[25 784],[0 24],0,[],[],5,[10853 11625 2618 2013 10854],49,0,[]
519,0,[],[],[1357 1357],[382 492],[8 5 13 12 26 11],0,[],[],3,[4787 6820 205],3,5,[]
418,0,[],[],[1255 1265],[1081 731],[13 12 18],0,[],[],2,[15913 943],50,9,[]
418,2,[1296 2865],[1272 3412],[219 1259],[184 867],[12 18],0,[],[],1,[5416],21,8,[]
340,4,[1231 0 591 1847],[3750 1248 3774 2241],[2118 576 0],[920 213 128],[7 26 12 14],2,[274 141],[722 2645],0,[],6,1,[]
516,1,[308],[2452],[143 1265],[591 1130],[13 12 24],1,[845],[3089],0,[],12,8,[]
324,1,[1491],[5026],[936 1293],[666 670],[13 12 26 11],0,[],[],4,[8325 15228 8166 5536],25,8,[]
331,0,[],[],[1357 1357],[171 1125],[4 18],0,[],[],2,[1687 3819],38,2,[]
518,1,[2117],[4231],[1357 1358],[352 753],[13 12 18],0,[],[],2,[6520 11320],21,5,[665]
516,0,[],[],[1845 1845 1286],[1309 1314 495],[0 26 12 24],0,[],[],4,[10423 15188 13147 4015],28,10,[]
418,0,[],[],[1336 1336],[321 497],[12 18],0,[],[],2,[15580 11317],9,19,[]
342,0,[],[],[1357 1357],[213 213],[13 12 26 11],0,[],[],2,[9657 536],21,11,[]
519,0,[],[],[183 1336],[250 445],[8 5 13 12 24],0,[],[],2,[514 9783],9,11,[]
516,0,[],[],[1538 1263],[573 561],[12 18],0,[],[],3,[2161 12038 12341],42,18,[]
418,1,[0],[1890],[1660 1358],[80 477],[7 18],0,[],[],3,[15666 8430 7940],62,13,[232]
418,2,[2597 1287],[2566 1853],[1358 1280],[1342 204],[7 18],0,[],[],2,[37 17567],11,3,[]
331,2,[3067 3067],[2095 1396],[257 258],[203 203],[12 24],0,[],[],0,[],14,1,[]
519,0,[],[],[1357 282],[822 822],[13 12 26 11],0,[],[],1,[3424],2,5,[]
418,0,[],[],[1357 293],[631 630],[12 18],0,[],[],1,[3512],55,11,[232]
418,0,[],[],[553 284],[1321 1321],[12 24],0,[],[],3,[8635 13656 4830],26,13,[]
326,3,[0 1273 1273],[3256 3070 3507],[1357 1358],[250 250],[8 5 13 12 23 5 13 11],0,[],[],2,[1752 16829],11,3,[]
427,3,[2513 1570 1570],[2351 971 2727],[400 403],[1185 1149],[4 24],1,[540],[38],0,[],12,9,[]
418,0,[],[],[1890 1351],[1149 1149],[12 24],0,[],[],1,[8976],30,0,[758]
519,0,[],[],[1357 1357],[726 475],[13 12 24],0,[],[],3,[11064 4786 11056],19,7,[]
328,0,[],[],[1358 1258],[80 205],[7 18],0,[],[],2,[13895 8862],27,10,[5]
331,0,[],[],[1357 1357],[21 957],[13 12 18],0,[],[],3,[15771 2358 12532],20,5,[193]
412,3,[0 0 0],[1566 1453 2903],[0 395 1396 1396],[1199 492 492 848],[7 26 12 26 12 14],1,[826],[2576],0,[],5,0,[]
418,0,[],[],[1498 1357],[1192 442],[7 24],0,[],[],1,[11688],25,7,[]
344,3,[415 1778 2342],[1546 873 1501],[0 1284],[106 679],[7 24],1,[913],[1443],2,[12420 18255],1,5,[]
516,1,[0],[743],[1358 1358],[139 1033],[12 15],0,[],[],1,[2357],1,17,[]
331,1,[1134],[3070],[1351 1351],[587 82],[12 14],0,[],[],3,[3899 11695 593],4,0,[]
328,0,[],[],[1287 793],[679 679],[12 24],0,[],[],2,[14672 14152],26,2,[]
518,1,[1478],[4455],[1350 1355],[1130 696],[12 26 11],0,[],[],1,[1421],2,12,[]
519,2,[287 834],[2452 3070],[2087 2084],[638 631],[13 12 24],0,[],[],3,[6735 9889 4111],0,12,[457]
328,1,[2681],[574],[1255 1265],[1245 1241],[12 18],0,[],[],3,[17360 12318 8603],43,11,[624]
328,0,[],[],[1255 1248],[203 203],[12 24],0,[],[],2,[502 16340],25,13,[633]
324,1,[3036],[2190],[1336 1336],[638 638],[13 12 26 11],0,[],[],1,[14790],6,14,[88]
418,1,[2139],[1833],[1358 1358],[1342 1130],[7 24],0,[],[],2,[11632 6188],25,1,[]
516,1,[797],[480],[2053 2053 1695 1510],[1046 1087 465 1087],[5 13 12 25 26 12 24],1,[0],[2317],0,[],8,1,[660]
328,0,[],[],[1358 0],[679 742],[12 18],0,[],[],3,[15180 14091 8317],14,5,[]
328,1,[0],[2765],[1628 1629],[80 1301],[7 24],0,[],[],1,[10312],21,8,[]
516,2,[2374 3041],[3170 2719],[1255 1329],[1063 233],[4 18],0,[],[],5,[14833 12164 12163 12683 18070],10,21,[]
516,2,[743 1166],[1198 592],[171 1358],[1063 866],[4 18],0,[],[],4,[3894 6526 3416 3898],19,8,[]
331,1,[1127],[1821],[1357],[203],[11],0,[],[],1,[18161],13,8,[]
418,1,[2903],[4431],[1357 307 1357],[1081 1081 1081],[13 12 26 12 26 11],0,[],[],0,[],0,0,[232]
516,2,[0 0],[5577 4879],[0 0],[587 587],[12 24],0,[],[],2,[7812 12491],18,10,[88]
331,0,[],[],[881 881 1336],[1155 1155 445],[7 22 24],0,[],[],4,[8163 9098 12263 9105],30,11,[38]
412,1,[1768],[1594],[342],[696],[13 11],2,[108 826],[1512 1494],0,[],6,8,[287]
418,0,[],[],[1358 378],[139 544],[12 24],0,[],[],1,[16026],29,2,[718]
324,0,[],[],[1255 1255],[631 1149],[12 24],0,[],[],2,[4067 6807],26,17,[]
519,3,[3053 3053 1366],[2490 2709 1179],[1357 1890],[660 717],[7 23 5 13 11],0,[],[],1,[12310],12,2,[]
331,0,[],[],[1357 1351],[171 513],[4 15],0,[],[],3,[4309 10099 181],35,14,[40]
418,0,[],[],[1357 1353],[679 1125],[12 18],0,[],[],2,[8771 6575],22,5,[]
516,1,[2819],[2241],[1184 1357],[213 213],[13 12 26 11],0,[],[],3,[11217 3864 17035],5,4,[432]
328,0,[],[],[1255 1357],[1149 1149],[12 24],0,[],[],2,[8523 7995],10,4,[610]
517,0,[],[],[263 1255],[1344 1342],[4 21],0,[],[],2,[9364 3195],12,9,[]
519,0,[],[],[1522 1515],[1342 1342],[7 21],0,[],[],3,[17875 13997 13625],10,29,[88]
519,0,[],[],[1336 1336],[679 679],[12 24],0,[],[],2,[15066 7814],15,19,[665]
517,1,[312],[2452],[1336 1336],[1321 1321],[12 24],0,[],[],1,[13581],21,9,[]
418,1,[2882],[2125],[1255],[563],[11],0,[],[],1,[3759],32,0,[721]
417,5,[673 702 1003 1915 335],[4268 1331 4753 824 4382],[481 1702 1708],[123 1195 863],[0 22 14],0,[],[],0,[],6,0,[]
418,1,[1287],[3070],[1357],[542],[13 11],0,[],[],2,[9501 9093],16,4,[]
516,1,[2819],[5430],[1358 1248],[670 1141],[13 12 18],0,[],[],1,[5534],27,17,[694]
418,1,[287],[1526],[1358 1286],[475 293],[12 24],0,[],[],2,[14778 9746],23,7,[]
418,1,[2889],[3909],[1357 1358],[737 737],[12 24],0,[],[],3,[692 7461 15672],27,12,[737]
516,0,[],[],[261 1265],[1046 492],[5 13 12 26 11],0,[],[],2,[7059 6918],3,5,[]
418,0,[],[],[1357 1357],[21 21],[13 12 26 11],0,[],[],1,[12951],38,8,[]
328,1,[0],[3256],[1358 1358 1357 1357],[643 638 171 527],[0 26 12 19 14],0,[],[],2,[5473 9524],13,0,[]
328,0,[],[],[1357 1357],[1155 1155],[7 21],0,[],[],5,[3867 16646 14087 15615 12289],18,4,[]
516,1,[304],[142],[1422 293],[1032 1032],[12 24],0,[],[],2,[4612 11030],32,7,[]
418,0,[],[],[1287 1288],[750 352],[13 12 26 11],0,[],[],2,[15659 11308],35,0,[]
430,3,[2945 2945 2548],[412 3216 2608],[476],[546],[11],1,[845],[1228],0,[],15,0,[393]
519,3,[308 308 308],[1402 2641 1308],[263 1265],[250 252],[8 5 13 12 18],0,[],[],1,[13781],6,3,[]
418,1,[2582],[3121],[1358 480 1255],[822 822 822],[13 12 26 12 26 11],0,[],[],2,[11297 15033],36,13,[737]
518,0,[],[],[246 1254],[21 362],[13 12 18],0,[],[],3,[11969 15211 2910],26,10,[]
331,1,[54],[3743],[1357 1351],[457 325],[12 18],0,[],[],3,[17891 6296 2602],21,14,[198]
342,3,[817 518 1561],[1588 5493 5284],[613 290],[1188 1276],[7 14],0,[],[],4,[4003 5152 15120 2102],4,0,[]
516,2,[287 13],[2268 479],[1183 2053],[1046 1],[5 13 12 18],0,[],[],6,[11875 16256 17106 11601 14473 18047],17,4,[]
328,0,[],[],[1538 1265],[631 631],[12 24],3,[0 150 449],[1355 1354 495],2,[7769 7504],6,29,[]
418,3,[1718 2899 2741],[2839 4409 2572],[1357],[1122],[3],0,[],[],0,[],0,0,[]
340,1,[2724],[1587],[2007 282],[591 1221],[13 12 18],1,[458],[1290],1,[9825],8,20,[]
516,0,[],[],[1336 1326],[1109 514],[13 12 18],0,[],[],3,[6902 13086 12447],20,6,[]
406,0,[],[],[1357 1336 1336],[1046 1046 679],[5 13 12 20 13 12 24],0,[],[],6,[13435 10635 1531 1150 10567 7705],8,25,[266]
412,5,[144 572 2099 0 388],[3216 5000 548 840 3772],[1160 567],[1190 967],[7 24],0,[],[],0,[],10,7,[]
516,1,[1425],[878],[184 0],[250 250],[8 5 13 12 23 5 13 11],1,[0],[282],5,[11796 2878 16037 12801 4591],0,4,[]
519,1,[2463],[2452],[1357 1357],[439 439],[13 12 26 11],0,[],[],0,[],18,2,[480]
519,2,[2452 2452],[2945 1402],[0 1357],[250 514],[8 5 13 12 18],0,[],[],0,[],7,8,[]
344,5,[1787 1886 1947 926 88],[4912 3070 2462 333 333],[406 0],[861 99],[7 21],1,[0],[274],1,[17039],11,6,[]
418,1,[0],[5302],[0 1351],[514 514],[4 18],0,[],[],8,[18056 17888 18082 16517 17072 18187 14595 5333],12,10,[]
519,1,[2465],[2766],[692 1258 1252],[803 492 978],[7 26 12 23 5 13 11],2,[451 451],[1116 1107],8,[15106 13943 15110 15407 8164 4506 5126 7643],7,14,[]
418,0,[],[],[1357 293],[171 495],[4 24],0,[],[],3,[4170 4479 932],28,8,[721]
519,2,[1375 2485],[2908 2907],[1856 1856 1516],[1396 58 275],[0 20 7 14],0,[],[],2,[6546 4999],14,9,[]
412,0,[],[],[1357],[679],[11],3,[841 78 78],[2945 1442 1433],0,[],3,0,[]
328,1,[0],[4150],[1732 1732],[587 1344],[12 18],0,[],[],1,[17682],7,1,[]
516,1,[308],[257],[1997 1357],[638 21],[13 12 26 11],0,[],[],2,[1966 960],12,9,[88]
518,0,[],[],[1255 1336],[80 325],[7 18],0,[],[],3,[17353 5297 15571],10,18,[244]
418,0,[],[],[1538 1265],[750 750],[13 12 26 11],0,[],[],4,[4271 4988 3833 7664],25,3,[709]
516,0,[],[],[1890 1890 1786],[1029 708 544],[0 26 12 24],0,[],[],2,[3178 16858],11,8,[88]
418,0,[],[],[1358 1358 1358],[1087 1087 214],[12 25 18],0,[],[],2,[17902 2589],11,10,[]
517,1,[271],[267],[1255 1255],[679 679],[12 24],0,[],[],5,[9595 2362 15618 2176 4635],10,1,[]
516,3,[287 287 287],[3245 4747 1557],[1264 1357],[1067 1149],[0 24],0,[],[],2,[10095 968],1,24,[]
418,0,[],[],[1538 1265],[587 203],[12 24],0,[],[],2,[10256 3603],22,3,[718]
516,1,[246],[2358],[631 1346],[559 1155],[8 5 13 12 21],0,[],[],0,[],4,5,[]
412,3,[1245 330 0],[45 1250 37],[397 398],[184 771],[12 24],1,[0],[2704],2,[2835 1991],8,2,[]
342,3,[1597 0 134],[2668 2669 690],[1022 387],[1063 696],[4 26 11],1,[826],[1503],1,[1062],55,4,[]
418,2,[2884 0],[2550 4020],[1357 1873 1265],[784 784 227],[12 25 18],0,[],[],2,[12878 9900],11,1,[727]
418,0,[],[],[1357 371],[784 747],[12 18],0,[],[],1,[11674],21,0,[718]
519,1,[2463],[3070],[1358 1357],[717 978],[8 5 13 12 23 5 13 11],0,[],[],0,[],6,3,[]
519,2,[287 287],[1226 1226],[1336 0 1336 1357],[1342 155 1342 1342],[7 22 22 21],1,[276],[1534],5,[959 10021 11333 10084 12525],0,14,[]
418,0,[],[],[1336],[726],[13 11],0,[],[],2,[18108 3495],13,4,[]
516,0,[],[],[1255 1255 0],[708 1155 708],[13 12 22 26 11],0,[],[],2,[2092 3224],21,8,[]
328,0,[],[],[1006 300],[427 518],[13 12 24],1,[590],[1201],1,[4954],21,7,[]
418,0,[],[],[0 0],[21 21],[13 12 26 11],0,[],[],2,[9586 3500],19,8,[244]
418,0,[],[],[1336 1336],[80 495],[7 24],0,[],[],2,[4623 8513],8,10,[]
516,1,[308],[4788],[1255 1357],[1063 444],[4 14],0,[],[],1,[4225],14,6,[]
326,1,[2794],[2241],[219 1357],[587 314],[12 24],0,[],[],2,[8919 6523],44,6,[]
342,2,[1422 1436],[3216 3763],[1357 1358],[1155 326],[7 18],0,[],[],3,[2068 11013 7599],20,24,[]
519,1,[2750],[4398],[1358 1358],[1119 3],[13 12 18],0,[],[],0,[],12,7,[664]
328,0,[],[],[1335 1335],[726 1038],[13 12 24],0,[],[],2,[7897 8551],11,7,[]
518,2,[0 0],[2533 243],[1336 1248],[784 810],[12 18],0,[],[],2,[15401 14855],27,8,[]
328,0,[],[],[1255 1260],[978 978],[8 5 13 12 23 5 13 11],1,[757],[107],3,[15278 8248 8908],7,9,[]
430,3,[2961 2946 607],[3891 1574 3939],[1122 401 1709],[1366 822 822],[7 26 12 26 11],0,[],[],1,[11421],8,1,[]
340,2,[1915 2835],[3532 5031],[1324],[503],[5 13 11],0,[],[],2,[12361 4328],5,0,[346]
418,0,[],[],[1357 1357],[80 638],[7 26 11],0,[],[],2,[8756 17463],54,4,[]
328,2,[1550 1550],[2980 4821],[0 1357],[666 666],[13 12 26 11],0,[],[],4,[11861 5270 11826 5515],9,6,[]
347,0,[],[],[1605],[865],[3],0,[],[],5,[11881 3155 972 3713 15129],11,4,[]
516,2,[0 0],[5387 5023],[2078 1358],[666 666],[13 12 26 11],0,[],[],2,[15246 2325],10,4,[]
328,1,[0],[1402],[1264 1336],[1025 456],[13 12 18],0,[],[],3,[14565 8866 12259],32,12,[624]
516,0,[],[],[1358 1358],[503 750],[5 13 12 26 11],0,[],[],0,[],8,6,[680]
328,0,[],[],[1255 1252],[352 110],[13 12 18],0,[],[],0,[],5,3,[]
516,3,[276 654 0],[226 4879 1771],[231 948 1288 231],[559 546 1023 559],[8 5 13 12 25 19 23 5 13 11],0,[],[],0,[],17,0,[]
430,2,[487 2960],[298 1232],[389],[1179],[11],2,[801 797],[516 2634],2,[782 4744],9,5,[]
328,0,[],[],[1538 1255],[1321 1321],[12 24],0,[],[],2,[8879 7941],22,4,[617]
326,0,[],[],[1357 1357],[461 512],[13 12 18],0,[],[],3,[12206 4029 107],4,10,[]
412,0,[],[],[938 1288],[1118 1119],[0 26 11],0,[],[],0,[],15,4,[]
418,0,[],[],[1255 1336],[1155 1164],[7 18],0,[],[],2,[280 13298],54,7,[709]
519,0,[],[],[1263 1551],[1314 1314],[13 12 26 11],0,[],[],3,[188 18311 8953],17,18,[]
418,1,[1287],[3070],[0 0],[21 679],[13 12 24],0,[],[],4,[14457 996 940 5740],28,2,[]
516,1,[589],[1872],[204 899],[376 573],[0 24],0,[],[],0,[],4,10,[]
331,2,[1126 1143],[3070 3624],[1538 1346],[544 544],[12 24],2,[0 194],[1226 220],6,[15787 3329 10170 3678 5073 8727],0,15,[]
412,4,[2022 0 0 1031],[28 3541 5243 5243],[1066 1225 476],[105 1375 764],[0 27 14],0,[],[],0,[],7,2,[]
516,2,[308 245],[1821 1248],[1357 1357],[1046 1046],[5 13 12 20 13 11],0,[],[],1,[2483],10,14,[]
418,0,[],[],[1265 1265 1265],[1321 1321 191],[12 25 18],0,[],[],2,[7236 15265],11,4,[]
342,0,[],[],[1350 1350],[696 696],[13 12 26 11],0,[],[],2,[12102 3788],12,2,[270]
517,1,[794],[2297],[1417 378],[506 750],[4 26 11],0,[],[],1,[1164],18,8,[]
516,0,[],[],[0 0],[1046 1046],[5 13 12 20 13 11],0,[],[],3,[1563 17236 5423],10,0,[]
328,0,[],[],[1358 1248],[1342 989],[7 18],0,[],[],3,[7774 4816 3182],17,7,[]
516,1,[0],[1875],[1357 1357],[1119 1119],[13 12 26 11],0,[],[],3,[12823 8787 7413],29,15,[]
328,1,[0],[1821],[1255 1265 1265],[587 1 599],[12 19 14],0,[],[],6,[12202 16126 17364 2148 9816 10445],3,7,[409]
517,0,[],[],[1357 1357],[203 303],[12 18],0,[],[],2,[4745 3562],9,10,[]
412,2,[1953 2348],[226 4097],[1007 1007],[726 726],[13 12 26 11],2,[925 797],[1640 1649],3,[11072 14373 11074],6,19,[]
412,2,[436 2488],[76 4579],[395],[142],[3],2,[72 826],[322 1833],0,[],9,6,[]
517,2,[271 2109],[267 1333],[290 482],[1046 696],[5 13 12 26 11],0,[],[],1,[17444],3,9,[]
324,2,[271 24],[1821 1085],[1357 1357],[461 204],[13 12 18],0,[],[],2,[12068 12761],13,0,[]
328,0,[],[],[1312 1288],[1321 1209],[12 18],0,[],[],1,[8901],24,10,[635]
519,0,[],[],[1357 1255],[1321 817],[12 18],0,[],[],3,[818 17564 794],11,22,[]
518,2,[2603 287],[4728 5056],[1357 1358],[45 462],[12 18],0,[],[],0,[],0,11,[]
418,0,[],[],[1357 1357],[1130 1130],[12 24],0,[],[],2,[9226 9232],30,2,[]
418,0,[],[],[1358],[352],[13 11],0,[],[],2,[8988 13118],23,0,[]
517,1,[287],[1312],[171 78],[822 1163],[13 12 18],0,[],[],3,[17843 6830 10652],38,38,[]
418,0,[],[],[1350 1351],[80 784],[7 24],0,[],[],1,[11728],12,0,[]
331,1,[1134],[3362],[302],[1109],[13 11],0,[],[],4,[1238 17617 13605 17694],52,3,[]
418,3,[758 2665 1287],[2143 2268 2021],[1255 1252],[559 548],[8 5 13 12 14],0,[],[],0,[],11,0,[]
340,4,[1901 240 1911 137],[1011 4339 1240 445],[1066 1066],[1199 1201],[7 21],1,[736],[2662],1,[2101],10,3,[]
418,1,[1303],[1173],[1357 1357],[233 866],[4 18],0,[],[],2,[1630 4899],29,4,[]
519,2,[2362 2362],[3070 5076],[1538 1265],[978 1321],[8 5 13 12 24],0,[],[],3,[15696 5801 16000],5,2,[]
331,0,[],[],[1357 1357],[352 359],[13 12 24],0,[],[],2,[13128 6479],15,6,[]
328,0,[],[],[1287 1287],[250 1038],[8 5 13 12 24],0,[],[],2,[1384 8928],42,3,[406]
342,1,[1303],[3450],[1350 1265],[80 1119],[7 26 11],0,[],[],2,[8432 7831],37,5,[274]
412,2,[440 1822],[4880 4187],[1068 403],[623 514],[7 18],3,[332 374 605],[273 654 272],0,[],0,5,[]
328,0,[],[],[1633 1345],[21 21],[13 12 26 11],2,[0 0],[1851 1620],5,[1190 7875 4097 6938 610],0,6,[]
412,1,[1592],[2287],[400 312],[569 566],[13 12 15],2,[164 458],[2925 1801],1,[10864],2,0,[]
519,1,[0],[1821],[1255 378],[382 45],[8 5 13 12 24],0,[],[],3,[2173 15400 453],3,0,[]
412,2,[1915 2603],[3109 3123],[0 1358],[155 638],[7 26 11],2,[799 337],[462 455],1,[1170],5,0,[]
324,0,[],[],[1336 1336 0],[726 726 726],[13 12 26 12 26 11],0,[],[],1,[14025],21,5,[]
326,2,[1491 1491],[2179 2081],[1357 1357 1357],[591 592 591],[13 12 27 26 11],0,[],[],1,[10031],13,10,[]
517,4,[0 0 0 0],[603 3590 4911 5033],[348],[382],[8 5 13 11],0,[],[],4,[11912 3747 12726 12756],0,22,[]
418,1,[2884],[1335],[0 0],[171 171],[4 18],0,[],[],0,[],25,5,[737]
516,1,[2247],[1944],[1110 302],[509 827],[12 18],0,[],[],6,[9738 2375 12051 9741 2279 8633],17,9,[88]
328,2,[64 287],[14 3762],[1357 1357 1357],[979 978 978],[0 23 5 13 12 23 5 13 11],0,[],[],5,[2631 13617 15726 6025 14131],6,13,[]
328,0,[],[],[140 1358],[542 822],[13 12 26 11],0,[],[],2,[17821 17911],42,6,[]
418,1,[0],[973],[1922 1357],[683 679],[0 24],1,[920],[946],0,[],22,7,[]
328,0,[],[],[1357 1287 1287],[1342 1342 321],[7 22 24],0,[],[],2,[13664 11825],14,4,[630]
328,3,[3026 1362 2489],[5143 5085 628],[1357 0],[1301 1301],[12 24],0,[],[],5,[8543 7851 9601 9025 9024],35,7,[]
519,2,[0 0],[5385 3136],[1286 1286],[291 967],[4 24],0,[],[],3,[4370 10949 14512],11,21,[647]
418,2,[2613 35],[5304 2076],[1990 1357],[1063 818],[4 18],1,[0],[3087],2,[8988 13373],23,20,[]
418,1,[2872],[1932],[1357 1357],[293 293],[12 24],0,[],[],3,[11582 4706 10622],9,5,[]
347,2,[1896 1896],[3539 1621],[0],[352],[13 11],3,[921 921 0],[841 1531 843],0,[],2,0,[362]
519,0,[],[],[1357 1357],[1321 1028],[12 21],0,[],[],3,[7467 8815 11040],11,6,[]
406,0,[],[],[1730 1265],[183 542],[7 26 11],0,[],[],3,[5745 15477 6709],3,2,[]
418,0,[],[],[219 1357],[638 635],[13 12 14],0,[],[],3,[1240 1970 10539],23,8,[758]
418,0,[],[],[1358 1358],[1155 1155],[7 21],0,[],[],2,[477 12392],15,5,[]
418,2,[1314 1314],[3510 4806],[1357 378],[1087 1087],[12 24],0,[],[],2,[16860 1256],30,8,[244]
519,2,[0 1539],[1875 1402],[1287 790],[1038 250],[12 23 5 13 11],0,[],[],2,[4000 17430],3,11,[493]
418,1,[2296],[1084],[1255 1265],[461 1130],[13 12 24],0,[],[],2,[932 14205],19,6,[]
417,3,[3068 1740 1941],[5526 3430 1172],[7],[235],[0],0,[],[],2,[17837 2874],4,0,[]
430,3,[2960 2960 2016],[3590 63 4687],[0 397 401],[352 352 467],[13 12 26 12 24],2,[20 502],[844 1062],0,[],4,14,[]
324,0,[],[],[1357 1354],[1321 1321],[12 24],1,[317],[2858],4,[7757 12548 11137 2970],8,5,[]
332,0,[],[],[1255 1336],[21 679],[13 12 24],0,[],[],1,[10446],10,6,[]
418,0,[],[],[1255 1255 1325],[222 213 546],[0 26 12 24],0,[],[],3,[488 1255 12220],18,2,[]
516,0,[],[],[1357 1254],[1245 679],[12 24],0,[],[],2,[5064 3201],12,0,[]
412,3,[0 117 147],[5404 366 5586],[593 560],[461 966],[13 12 24],0,[],[],2,[11294 1519],13,3,[]
328,0,[],[],[1248],[352],[13 11],0,[],[],0,[],20,0,[]
418,1,[2889],[1626],[1358 1358],[1155 290],[7 18],0,[],[],1,[5265],34,0,[737]
331,0,[],[],[168 2053],[352 373],[13 12 18],0,[],[],2,[12485 12254],20,22,[198]
412,4,[673 606 1361 0],[1271 990 3119 3115],[0 0],[557 822],[0 26 11],3,[449 449 0],[1245 1875 1079],5,[9999 5069 775 10000 9955],7,20,[]
418,0,[],[],[1357 1357 799],[677 679 679],[0 25 24],0,[],[],3,[11497 17624 10017],22,0,[]
427,3,[2306 2229 1573],[4520 4351 323],[400 403],[1081 793],[13 12 18],2,[51 401],[2340 1775],0,[],0,19,[]
418,0,[],[],[1358 1346],[1301 1114],[12 18],0,[],[],3,[1892 8972 1760],22,9,[29]
418,1,[2603],[3141],[1357],[992],[11],1,[320],[3086],1,[1115],21,8,[]
518,0,[],[],[1336],[787],[3],0,[],[],2,[2902 10516],14,19,[]
516,1,[2819],[395],[218 1357],[542 1085],[13 12 26 11],0,[],[],1,[2673],0,15,[]
418,0,[],[],[1358],[1314],[13 11],0,[],[],2,[14484 511],14,4,[30]
516,1,[1730],[3411],[1358 1358],[439 871],[13 12 18],0,[],[],3,[17170 17417 734],6,13,[88]
328,0,[],[],[0 800],[213 1081],[13 12 26 11],0,[],[],0,[],31,16,[]
331,0,[],[],[1357 1358],[1321 1321],[12 24],2,[0 0],[1536 503],2,[4279 4407],23,7,[198]
342,3,[1455 0 1661],[1470 3090 5090],[68 0],[1314 1130],[13 12 24],4,[119 797 685 797],[198 2824 2838 2824],4,[3357 15283 1885 10150],18,8,[270]
418,3,[1812 1016 102],[4573 267 2540],[2093 2132 2132],[1199 77 776],[7 27 14],2,[0 369],[2040 2039],0,[],17,2,[]
519,2,[0 0],[1839 2018],[865 1679],[250 250],[8 5 13 12 23 5 13 11],1,[0],[701],1,[6630],7,9,[]
519,2,[892 1694],[2813 4849],[293 0],[978 427],[8 5 13 12 26 11],0,[],[],0,[],9,10,[]
418,1,[2735],[473],[944 1265],[80 171],[7 18],1,[0],[2539],1,[12287],12,4,[]
517,1,[2178],[498],[293 294],[717 717],[8 5 13 12 23 5 13 11],2,[0 0],[3096 1577],0,[],11,7,[]
418,0,[],[],[1357 1357],[1155 300],[7 18],0,[],[],2,[8974 530],53,11,[737]
328,1,[1884],[1821],[1264 1357],[250 475],[8 5 13 12 24],0,[],[],5,[3801 3219 4817 4794 15883],0,26,[]
517,0,[],[],[1538 1252],[1342 549],[7 24],0,[],[],3,[1753 14707 764],31,13,[]
519,1,[1491],[1821],[1264 1800],[382 1342],[8 5 13 12 21],2,[420 430],[15 2906],0,[],12,6,[]
412,0,[],[],[481],[1300],[11],2,[742 526],[2784 247],0,[],13,0,[]
519,0,[],[],[1255 1336],[1089 1087],[0 24],0,[],[],5,[15036 11697 17975 2045 13348],10,13,[]
326,0,[],[],[1358 0 1248],[696 696 1298],[13 12 26 12 18],0,[],[],3,[1013 16954 10171],22,9,[]
517,2,[0 0],[4773 2477],[1357 1357],[978 638],[8 5 13 12 26 11],1,[458],[1344],5,[1375 17041 17081 17452 11274],7,18,[]
328,1,[2603],[5256],[1255 1265],[1314 456],[13 12 18],0,[],[],2,[1584 11519],71,6,[624]
519,0,[],[],[1336],[352],[13 11],0,[],[],2,[14499 2907],22,1,[88]
519,0,[],[],[281 1258],[1066 1030],[0 24],0,[],[],2,[9192 4060],5,26,[]
519,2,[1703 287],[3643 1648],[121 1265],[382 544],[8 5 13 12 24],0,[],[],0,[],3,10,[]
519,2,[0 0],[2841 4798],[1358 1357],[542 427],[13 12 26 11],0,[],[],0,[],0,7,[]
517,0,[],[],[1255 1340 1255],[21 1293 21],[13 12 19 26 11],1,[401],[2775],3,[6693 6451 6702],45,12,[]
418,0,[],[],[1357 1357],[1314 295],[13 12 18],0,[],[],2,[8335 7969],51,5,[]
516,1,[2716],[4754],[1357 1357],[1155 818],[7 18],0,[],[],2,[14046 9169],7,19,[]
418,1,[0],[2672],[1358 1358],[631 787],[12 18],0,[],[],2,[191 8126],27,2,[]
328,1,[2681],[3404],[1357 1358],[184 771],[12 24],0,[],[],4,[2539 650 16978 11071],17,8,[244]
517,0,[],[],[1255 1246],[1046 679],[5 13 12 24],1,[941],[2025],2,[13970 778],17,13,[]
331,0,[],[],[1358 1355],[726 1364],[13 12 24],0,[],[],2,[9089 10354],45,9,[189]
412,1,[0],[1722],[602 35],[403 492],[13 12 26 11],3,[0 430 797],[1119 1108 938],0,[],7,6,[]
