岗位ID,工作经历数量,社会经历数量,项目数量,技能数量,荣誉数量
328,0,0,2,28,11
331,1,0,0,12,2
328,1,0,4,20,11
418,0,0,2,41,18
417,3,0,1,6,12
517,0,0,1,0,19
326,0,2,3,15,9
418,0,2,3,6,7
418,1,0,2,14,2
331,2,0,2,27,0
516,1,0,2,22,2
418,0,0,1,37,9
430,4,0,0,3,9
412,2,0,2,8,0
516,1,0,1,28,12
324,2,0,1,21,9
516,0,0,0,4,2
342,2,0,2,8,8
418,2,0,2,18,1
418,0,0,2,40,0
328,1,0,4,35,15
516,1,0,2,15,0
516,1,0,7,0,0
328,1,0,8,19,29
517,1,0,3,7,4
418,0,0,2,17,9
418,0,0,2,35,4
328,0,0,3,15,1
518,0,0,5,0,0
328,1,0,2,11,9
427,3,1,1,4,20
517,1,0,6,8,7
519,2,0,3,18,8
412,2,3,4,6,6
342,3,0,1,8,8
328,0,0,2,23,10
430,3,2,2,0,9
430,1,4,2,3,5
517,1,0,5,9,12
418,0,0,2,36,0
519,1,0,6,0,5
417,2,0,0,20,20
418,0,1,2,27,2
518,0,0,3,5,6
418,2,0,4,13,4
418,1,0,1,9,15
347,2,0,1,17,1
342,3,0,1,7,27
331,2,1,3,30,2
418,0,0,3,10,2
326,1,0,3,19,0
347,1,0,4,11,24
418,1,0,2,27,3
418,0,0,2,18,17
519,4,0,4,13,19
331,1,2,2,12,0
519,0,0,3,11,8
412,5,2,0,13,8
331,1,0,3,29,10
417,2,0,0,1,1
328,1,2,0,12,4
417,7,2,0,0,4
519,0,0,5,19,15
519,0,0,5,4,0
418,0,0,3,17,4
328,0,0,2,12,10
519,1,0,2,8,2
328,3,2,5,21,16
418,1,0,2,60,12
418,0,0,2,40,4
430,2,0,1,0,11
331,0,0,2,30,5
516,2,0,4,6,1
328,2,0,1,12,13
406,0,0,2,14,6
516,0,0,5,7,17
418,0,0,1,12,4
519,0,0,3,11,22
430,1,2,0,4,6
417,3,0,2,8,4
324,0,0,3,21,6
516,0,0,0,11,4
342,0,0,3,16,2
344,3,0,0,10,0
342,0,1,3,20,10
417,0,2,4,6,2
519,2,0,2,8,13
328,0,0,2,1,2
430,3,0,0,5,22
418,1,2,2,31,7
519,0,1,5,27,11
328,1,0,1,10,8
516,2,0,5,9,4
418,0,0,0,51,2
328,1,0,2,16,2
418,0,0,1,20,10
418,0,0,2,21,15
342,4,0,0,1,0
516,0,0,2,25,5
516,4,0,0,0,4
328,1,0,1,10,13
516,2,1,3,3,5
328,0,0,3,2,3
430,2,3,0,3,1
340,3,2,2,18,7
406,1,0,1,15,8
331,1,0,4,40,19
342,2,0,0,35,7
418,2,0,2,0,15
519,0,0,6,20,15
342,3,1,1,5,5
412,1,2,0,7,4
418,0,0,2,15,2
328,0,4,3,40,25
331,0,0,1,22,13
418,0,0,2,35,6
342,2,0,4,11,0
518,0,0,4,15,0
328,0,0,3,19,14
516,0,0,2,22,10
418,1,0,5,16,8
418,0,0,4,24,20
519,2,0,2,3,6
516,1,0,4,20,4
412,1,0,2,9,14
519,2,0,3,15,5
516,2,0,0,9,11
519,2,0,0,0,7
344,4,0,1,6,1
517,2,0,1,24,0
517,1,1,3,2,5
519,1,0,2,7,8
406,0,0,0,5,5
331,0,0,2,27,7
519,1,2,1,3,16
328,0,0,2,47,25
418,0,0,1,35,4
430,2,2,0,7,5
519,1,0,2,10,10
519,0,5,4,19,3
418,0,0,3,49,6
516,0,2,3,14,9
417,2,0,2,21,11
328,0,0,2,8,10
518,2,0,1,13,12
344,1,2,2,4,11
418,2,1,3,60,10
340,2,0,2,3,0
516,1,0,0,4,6
328,1,1,5,7,0
517,1,3,6,7,15
418,1,1,3,46,6
340,2,0,2,8,0
412,0,0,2,26,0
519,0,0,3,6,8
412,1,4,0,2,10
516,1,0,5,6,8
519,0,0,0,27,7
517,0,0,3,8,5
516,1,0,4,17,3
519,0,0,3,11,4
418,0,0,2,8,9
418,1,0,2,20,4
516,0,0,3,41,25
328,0,0,3,18,9
516,1,0,0,21,6
418,0,0,1,9,1
518,4,0,6,12,0
328,1,0,2,21,11
418,0,0,5,49,6
519,1,0,9,31,10
326,2,1,4,12,9
430,2,1,2,15,5
517,2,1,2,4,22
418,3,0,4,9,9
418,2,0,4,0,11
517,2,0,7,6,8
328,0,0,2,10,6
331,0,1,4,11,0
328,1,0,1,19,5
519,0,0,9,5,7
328,0,0,3,14,12
516,1,0,1,18,6
347,6,0,3,7,9
324,2,0,1,16,10
418,1,2,2,44,13
332,0,0,2,22,4
328,4,0,3,24,9
519,1,0,7,0,8
517,0,1,3,9,7
519,0,0,2,5,1
328,1,0,1,7,1
418,1,0,2,57,3
418,1,0,2,35,2
328,2,0,1,5,2
331,1,0,3,30,2
328,0,0,2,5,14
417,2,2,4,8,5
418,0,0,3,13,6
344,4,0,1,1,11
417,1,3,1,7,6
412,0,0,0,8,1
516,1,0,1,0,0
328,0,0,2,59,13
328,0,0,3,22,7
517,0,0,2,12,0
519,0,0,1,14,8
517,1,0,1,23,5
516,1,0,0,5,2
516,0,1,6,29,6
328,0,0,4,23,6
516,1,0,3,3,10
331,0,0,2,15,0
406,2,0,4,9,8
331,0,0,3,22,7
406,0,0,6,9,4
328,0,0,1,21,11
342,3,0,3,13,5
517,2,0,2,13,14
331,0,1,1,10,8
331,1,0,2,20,4
516,2,0,3,8,0
328,1,0,1,6,1
418,1,2,2,17,5
418,0,1,2,9,3
518,0,3,3,8,2
519,1,2,4,4,3
331,0,0,0,32,9
328,1,0,1,20,17
517,1,0,1,8,0
418,0,1,3,32,2
331,0,1,3,21,9
328,1,0,2,22,8
328,1,0,0,6,11
418,0,0,3,38,9
331,1,0,3,12,5
328,0,0,3,20,15
324,1,0,0,16,4
418,2,0,2,17,15
519,0,0,4,7,14
328,0,0,2,18,0
331,0,0,0,25,0
517,4,0,3,0,7
418,0,0,1,18,5
328,1,0,5,6,23
324,0,0,3,13,3
328,0,0,3,45,5
516,4,0,1,4,9
347,2,0,2,18,3
342,3,3,4,13,4
328,1,0,2,34,10
516,1,0,2,18,9
412,3,4,0,17,10
519,1,0,1,3,1
519,1,1,3,38,8
518,3,0,5,13,13
331,0,1,2,21,4
516,3,1,0,5,8
516,2,0,2,5,7
519,1,0,3,8,3
517,0,0,3,6,10
518,0,0,3,19,0
412,1,0,0,9,4
328,0,0,4,40,19
418,0,0,2,21,6
340,2,2,2,19,14
324,2,0,3,3,6
516,1,0,7,0,0
519,0,0,3,0,3
328,3,0,1,12,10
417,3,1,0,5,3
516,0,0,2,53,2
340,2,0,1,0,0
418,0,0,2,20,7
326,1,0,5,8,4
328,2,0,5,13,16
331,2,0,2,16,0
418,0,0,2,18,7
518,0,0,0,14,20
418,0,0,2,22,8
516,2,0,0,4,2
516,3,0,3,17,5
328,0,0,2,33,11
519,3,0,0,16,3
517,0,0,3,21,6
328,0,0,3,9,6
418,2,0,1,16,11
430,3,3,1,4,17
328,1,0,2,3,6
418,0,0,4,37,3
517,1,0,2,9,11
518,0,0,5,8,13
340,4,1,1,6,15
332,0,0,2,20,8
328,0,0,1,20,11
516,1,0,2,7,0
328,1,0,4,5,2
418,1,0,2,30,0
418,0,0,3,20,3
418,0,0,3,44,10
418,0,0,2,38,2
328,1,0,2,10,4
328,1,0,2,31,13
418,0,0,3,30,10
430,2,1,0,8,5
412,0,1,1,14,34
519,2,0,1,23,2
340,2,0,1,12,8
516,1,0,1,5,11
418,0,0,5,21,14
328,1,0,2,12,11
516,2,3,0,3,18
517,0,0,4,0,9
517,3,0,1,13,2
324,0,0,2,24,7
418,0,0,3,29,14
328,1,0,2,36,8
342,2,0,2,18,6
418,1,0,2,12,10
328,0,0,2,9,6
328,0,0,4,12,1
328,0,0,2,12,8
412,1,2,2,3,5
427,2,3,1,8,5
418,0,0,4,31,14
519,0,0,6,16,10
340,3,0,1,16,12
518,0,0,2,12,6
518,1,0,0,5,0
516,0,0,5,11,6
331,2,0,0,20,6
418,2,0,3,20,3
331,1,0,2,25,2
516,0,3,0,7,6
331,1,0,2,35,0
517,0,0,0,29,8
418,0,0,1,41,0
328,1,0,2,22,2
328,2,0,2,4,16
516,1,0,2,18,5
328,0,0,0,4,3
430,2,2,0,5,4
517,2,1,0,21,29
516,2,0,3,5,0
418,2,0,1,23,14
519,2,0,3,17,10
406,1,2,5,1,24
406,1,1,0,30,20
519,5,0,2,7,26
430,3,2,0,0,12
331,0,0,2,21,11
328,0,0,2,48,4
418,0,0,2,36,6
417,3,3,0,3,5
324,3,0,4,24,13
516,2,0,1,9,21
518,0,0,2,10,16
418,0,0,2,18,5
418,0,2,2,37,4
332,0,0,2,22,8
518,2,0,1,13,0
519,0,0,5,4,0
418,1,0,3,11,8
328,0,0,3,7,6
328,0,0,2,17,5
412,3,3,0,0,13
418,1,0,2,5,15
516,1,2,4,2,7
328,0,0,2,33,6
418,0,0,2,36,6
418,1,0,3,13,0
340,5,0,1,3,13
517,0,2,1,12,9
418,1,0,0,19,4
418,0,0,2,24,11
324,1,0,3,37,15
340,3,0,1,10,3
340,2,0,0,8,0
418,1,0,2,19,6
418,0,0,2,0,0
418,1,0,4,49,13
516,2,0,1,13,10
406,2,0,1,25,0
406,1,0,4,13,0
418,2,0,2,34,2
412,0,0,0,8,8
516,1,0,2,19,11
344,6,0,0,5,7
418,0,0,2,90,0
418,0,0,1,26,5
516,0,0,2,8,3
347,2,0,2,8,0
328,0,0,2,16,4
412,0,0,0,11,2
516,1,0,0,24,3
418,0,2,3,9,6
412,2,1,0,1,14
331,1,1,3,31,17
418,0,0,1,44,0
418,2,0,0,39,0
418,4,0,3,30,0
519,0,0,3,5,3
326,0,0,3,25,12
418,2,0,5,30,9
328,0,0,3,16,9
518,0,2,4,23,15
328,0,0,2,66,8
517,1,0,3,32,7
516,1,0,1,31,2
516,2,2,1,5,12
328,0,0,4,27,10
347,3,0,0,0,6
519,0,0,5,7,3
331,1,0,6,11,4
418,0,0,1,27,9
328,0,0,2,4,10
406,1,0,2,10,4
418,0,0,2,17,0
328,0,2,2,17,18
328,0,1,2,14,14
328,0,0,3,9,2
418,1,0,1,21,4
418,1,0,3,42,8
418,1,0,2,24,0
418,0,0,3,27,7
519,1,0,2,3,11
517,2,0,0,13,2
418,0,0,2,25,10
418,0,0,1,60,7
328,1,0,3,15,10
418,0,1,1,33,11
328,1,0,2,30,8
519,4,0,1,12,0
418,1,0,3,62,4
344,2,0,3,15,1
418,0,0,2,23,0
418,0,0,0,15,8
328,2,0,2,12,5
412,0,0,0,20,0
519,1,1,3,5,8
324,0,0,2,10,13
517,1,0,0,11,0
430,1,0,0,6,8
519,0,0,1,20,11
418,0,0,2,6,15
328,0,0,2,24,4
412,2,1,1,5,6
328,0,0,2,35,2
516,1,0,1,0,6
418,0,1,2,17,10
430,4,3,0,22,5
418,1,0,2,38,0
517,2,0,0,8,6
418,0,0,2,44,9
412,4,0,0,4,12
418,0,0,1,39,2
328,1,0,2,18,6
328,1,1,2,13,17
412,4,0,0,4,13
418,0,0,2,28,7
412,0,0,2,14,2
518,3,0,2,22,1
430,1,2,0,13,3
418,0,0,5,18,6
516,1,0,3,0,8
331,0,0,4,21,11
519,1,0,4,3,14
328,0,0,4,20,0
342,1,0,2,34,0
332,0,0,3,16,9
418,0,0,2,33,0
418,0,0,2,17,0
328,1,1,4,9,0
328,1,0,3,7,6
412,1,1,2,13,5
516,2,0,2,10,7
328,1,0,5,8,11
342,1,0,2,18,7
324,4,0,3,14,6
516,2,0,2,0,9
342,0,0,2,20,0
328,0,0,2,11,7
519,1,0,1,22,6
332,0,1,2,28,5
516,1,0,3,6,5
331,0,0,2,19,12
519,0,0,3,22,23
418,0,0,3,27,8
519,0,0,3,2,13
324,2,0,2,31,6
328,1,0,1,25,0
516,1,0,2,6,10
328,0,0,3,43,5
328,2,0,0,23,7
347,3,0,1,8,13
340,1,4,3,22,16
331,0,0,1,13,0
517,1,0,5,5,13
430,2,5,1,16,8
340,1,0,2,0,8
412,1,4,0,8,3
328,0,0,3,15,8
328,0,0,1,19,0
328,0,1,2,22,6
328,3,0,2,30,0
519,1,0,1,0,14
412,1,0,0,9,7
412,4,0,1,8,5
519,2,0,0,5,2
418,1,0,2,23,2
418,0,0,3,18,0
430,2,3,0,16,14
418,2,0,2,12,5
328,0,0,2,10,0
328,0,4,1,14,16
519,1,0,2,6,2
517,1,0,3,4,0
347,2,2,4,16,5
517,0,3,0,9,12
519,0,0,1,16,4
427,2,3,0,0,16
412,3,2,0,7,10
516,0,0,3,9,20
516,0,0,1,0,20
518,1,0,3,29,0
418,2,0,1,15,4
328,0,0,4,38,8
324,1,0,5,36,24
417,3,1,1,4,1
518,0,0,2,12,0
519,1,0,3,0,14
519,0,0,5,0,4
332,1,0,3,15,6
418,0,1,1,28,10
331,0,0,0,7,8
516,2,0,1,7,2
328,2,0,1,6,2
418,0,0,2,19,2
418,0,0,2,26,2
418,2,1,1,12,10
418,0,0,3,13,8
418,2,0,3,10,8
328,0,0,2,22,2
518,1,0,2,16,10
418,1,0,2,15,0
418,1,0,2,33,1
519,0,0,2,15,24
516,3,0,7,0,18
418,1,0,2,14,4
517,1,0,3,7,5
427,0,3,0,9,15
328,1,0,1,18,8
418,0,0,3,11,7
331,1,0,2,26,5
342,2,0,0,7,0
418,1,0,2,15,0
516,4,2,5,9,11
412,4,1,1,10,1
328,0,0,2,6,1
326,0,0,4,13,10
412,0,1,1,3,3
418,0,0,1,20,10
417,4,1,0,0,10
519,2,0,0,4,8
328,1,2,4,30,19
516,0,0,3,5,7
418,0,0,3,49,12
519,1,0,0,3,6
328,0,0,2,26,14
418,0,0,0,35,0
418,0,0,4,21,0
412,1,0,0,10,11
519,1,0,3,8,2
517,1,0,1,16,0
519,0,0,3,14,6
412,1,2,4,10,8
328,0,0,2,45,7
517,0,0,7,17,7
331,0,0,1,17,9
418,1,0,2,24,9
418,1,0,2,8,10
519,1,0,2,12,2
517,0,0,2,13,6
516,1,0,3,18,19
517,3,0,2,10,8
347,0,0,4,4,10
331,0,0,1,41,6
516,0,0,4,5,16
418,0,0,3,13,15
342,1,0,2,29,0
418,0,0,2,21,6
516,1,0,1,0,12
519,1,0,2,5,15
418,0,0,2,9,10
517,0,0,1,8,17
516,0,0,2,20,10
427,2,2,0,12,4
418,0,0,1,45,2
328,0,0,7,20,0
331,1,0,2,32,15
430,2,2,0,3,1
430,2,1,0,3,11
342,0,0,2,34,8
418,0,0,3,16,0
519,2,0,0,8,6
519,1,0,3,38,38
519,0,0,3,2,8
516,0,0,3,39,1
519,0,0,5,0,1
331,3,0,1,36,2
340,3,0,1,15,13
328,0,1,3,24,9
331,1,0,3,21,12
418,1,0,3,35,0
519,0,1,2,30,6
326,1,0,2,36,4
342,2,0,1,23,6
517,1,1,0,20,6
519,0,0,5,26,11
430,2,3,1,6,7
516,1,0,3,5,4
328,2,0,1,7,0
418,2,0,0,17,8
340,2,0,0,21,25
517,0,1,3,3,10
328,0,0,3,8,2
331,0,0,1,12,5
418,0,2,3,21,15
430,3,1,2,0,11
516,2,0,3,11,0
519,0,0,2,11,12
328,0,1,2,27,8
328,1,0,3,8,5
328,0,0,2,20,3
418,0,0,2,28,10
340,2,0,11,8,4
412,3,5,0,7,1
328,0,0,4,26,5
516,0,0,0,41,6
326,0,0,2,32,16
412,3,1,0,8,7
427,3,2,0,22,0
340,3,2,0,9,19
516,0,0,4,10,2
418,0,0,2,16,13
516,3,0,4,8,17
342,2,2,0,10,12
347,3,0,2,11,10
328,0,0,2,23,2
418,1,0,3,41,3
418,0,0,4,47,27
328,0,0,3,13,9
518,0,2,2,16,2
412,5,2,0,3,7
328,0,0,2,28,10
412,1,2,0,16,4
519,0,0,5,33,9
328,0,0,2,1,2
328,0,0,5,21,10
418,0,0,2,22,0
417,3,0,1,9,9
412,1,0,3,7,5
418,0,1,3,11,8
328,0,0,2,10,6
418,1,0,3,3,0
418,1,0,3,14,14
516,1,1,4,7,8
417,4,0,1,7,4
430,2,1,0,3,0
328,0,0,2,16,0
328,0,0,3,19,7
347,3,0,5,0,24
517,4,0,0,0,23
328,0,0,2,24,5
418,0,0,3,13,10
412,2,1,2,9,15
516,0,2,5,8,0
418,1,0,3,45,7
519,0,0,4,34,15
418,0,0,2,45,9
328,0,0,3,10,14
324,1,0,2,10,17
430,2,1,3,3,10
418,0,0,1,29,15
328,1,0,2,11,4
519,1,1,1,19,14
412,1,0,4,9,9
328,0,0,1,6,10
340,2,1,1,12,5
418,0,0,0,17,19
519,1,0,4,10,14
340,3,2,1,9,8
406,0,2,1,12,3
331,0,0,2,16,0
418,1,0,1,17,2
519,0,0,7,24,6
328,0,0,3,32,6
328,0,0,3,10,2
328,1,0,1,32,7
331,0,0,1,4,5
418,0,0,2,47,7
418,0,0,3,25,13
519,1,0,0,7,1
418,1,0,2,20,1
417,0,0,5,8,2
417,0,0,0,2,4
517,0,0,3,20,0
328,0,0,1,28,3
418,0,0,2,34,15
328,0,0,0,13,6
418,0,0,3,27,13
412,0,0,2,16,9
328,0,0,4,17,1
516,0,0,3,16,1
517,0,0,2,10,14
328,0,0,5,5,1
519,0,2,4,7,13
516,1,0,2,11,9
344,3,0,0,14,2
516,0,0,0,0,0
517,0,0,1,10,5
418,0,0,3,22,1
519,0,0,3,25,9
517,0,0,4,13,3
516,0,0,3,5,0
516,2,0,3,4,7
331,1,0,3,11,5
412,3,5,0,3,14
328,0,0,1,26,6
342,0,0,1,61,0
517,3,0,2,7,8
516,3,0,0,5,12
516,1,0,4,0,7
344,2,1,0,9,7
519,3,0,4,11,19
517,2,0,0,2,7
518,0,0,4,32,3
328,0,0,3,31,7
344,4,1,0,15,9
412,0,0,3,22,4
412,3,3,0,5,0
418,0,0,1,4,0
418,5,0,2,34,18
328,1,1,2,42,3
332,0,0,2,23,8
516,2,0,2,12,7
517,1,0,3,8,2
418,0,0,0,29,2
328,1,0,3,7,4
430,2,0,0,8,2
331,2,1,3,28,10
518,2,0,2,6,8
328,0,0,2,27,11
328,0,0,3,12,11
342,0,0,2,30,5
342,2,0,0,5,10
406,1,0,7,7,2
418,0,4,3,8,8
518,3,0,2,23,1
418,1,2,5,23,8
517,2,0,7,0,48
516,0,0,1,7,0
328,0,0,3,9,9
412,0,3,2,0,4
331,0,0,2,28,0
328,0,1,2,4,11
517,1,0,3,36,0
328,0,0,2,35,10
418,0,0,3,9,20
519,0,0,4,0,8
328,2,0,1,17,0
519,0,0,2,4,7
517,2,0,2,13,1
347,3,0,3,6,5
331,1,0,1,0,7
324,0,0,2,9,1
516,1,0,4,15,4
328,0,0,1,39,9
418,0,0,1,15,4
328,1,0,2,18,6
412,0,2,0,7,0
517,0,0,5,22,15
331,0,0,2,31,11
417,3,1,2,5,10
342,4,4,0,24,4
418,0,2,2,14,20
328,1,0,2,30,5
328,1,3,2,44,15
342,0,0,2,25,12
340,3,1,2,6,3
417,0,0,2,26,8
331,0,0,2,24,7
418,0,0,2,26,6
516,2,0,3,17,12
519,1,0,3,13,9
418,0,0,2,13,0
517,1,0,4,15,2
412,0,0,0,19,0
418,1,0,0,13,8
326,1,0,1,17,6
517,0,2,3,20,17
516,2,0,4,4,0
326,3,0,4,7,4
418,0,0,3,3,10
328,0,0,4,26,8
516,0,0,1,0,6
417,4,0,0,9,10
519,2,3,5,8,4
517,1,0,2,15,9
347,3,0,2,1,0
328,0,0,5,5,18
418,1,1,1,17,17
331,1,0,2,10,7
328,2,0,2,13,2
418,0,0,2,55,0
328,0,0,2,33,2
331,1,0,3,9,0
332,0,0,4,40,16
328,1,0,4,10,20
331,3,0,7,34,16
418,0,0,2,25,0
519,2,1,2,19,7
518,5,0,1,2,7
418,0,0,5,15,6
418,1,0,2,55,0
516,3,0,0,1,2
418,0,0,1,61,14
328,0,0,3,22,0
516,3,0,3,10,12
418,0,0,0,23,7
418,1,1,3,38,6
331,0,0,2,15,11
328,1,0,4,8,8
347,0,0,2,25,8
518,2,0,4,8,20
328,0,0,3,17,11
328,1,0,1,10,8
331,0,0,3,19,4
518,2,0,4,0,3
418,0,0,2,36,4
328,1,0,3,31,4
519,1,0,1,11,2
412,3,0,5,0,13
342,1,0,1,19,0
430,3,2,0,5,24
328,1,0,3,39,2
328,0,0,3,19,10
328,1,0,2,36,10
519,1,0,4,15,13
517,2,1,2,5,3
519,0,0,0,26,0
418,0,0,4,25,5
418,0,0,2,20,8
518,0,0,5,10,0
418,0,1,0,9,12
328,0,0,2,13,7
418,0,0,3,14,0
418,0,0,3,27,7
417,5,1,0,0,6
517,1,0,1,3,4
517,2,1,7,0,7
519,2,0,2,13,8
417,3,1,1,7,12
519,2,0,4,11,11
517,1,0,3,14,0
328,1,0,2,10,15
328,0,0,2,16,18
418,0,0,2,33,17
331,0,0,2,25,10
418,1,0,0,24,10
335,0,0,2,13,7
418,0,2,1,6,1
418,0,0,2,6,8
418,1,0,1,22,3
328,0,0,3,34,13
412,0,0,4,27,0
328,1,0,2,13,0
412,1,1,2,29,23
347,1,0,3,12,10
342,0,0,0,8,6
418,0,0,3,21,9
517,1,0,3,10,3
519,0,0,2,40,6
418,1,0,3,16,9
328,0,0,2,24,5
342,0,0,1,7,7
518,1,0,3,12,5
516,0,0,3,4,0
328,1,0,2,21,10
418,1,0,3,13,7
519,1,0,4,0,11
406,0,0,2,34,0
430,4,0,2,10,10
519,0,0,3,16,14
328,0,0,3,22,15
328,0,0,3,19,3
328,0,0,4,30,4
328,0,1,2,15,4
519,0,0,4,5,4
344,3,1,0,7,6
430,3,1,1,6,0
418,0,0,2,42,0
328,0,0,1,37,0
430,2,3,2,5,10
328,2,0,3,10,12
516,0,0,7,5,12
418,1,0,3,20,8
331,0,1,3,22,7
518,1,0,3,5,3
418,0,0,0,20,7
519,0,1,5,10,14
519,3,0,0,4,6
517,1,2,4,54,4
418,1,0,3,12,2
347,1,0,3,0,22
342,1,0,2,12,0
326,1,1,0,49,3
517,0,0,2,16,3
519,2,0,3,8,4
417,3,0,2,3,4
342,1,0,0,41,0
328,0,0,4,38,9
331,0,0,3,25,12
519,0,1,3,26,14
328,1,0,2,25,6
519,0,0,0,0,9
331,1,0,1,19,15
516,2,0,3,0,2
516,2,0,0,2,6
418,0,0,2,12,11
328,0,0,3,12,6
331,1,0,2,17,14
328,0,0,2,18,13
332,0,0,2,27,9
328,0,0,3,53,10
516,0,0,2,8,13
519,0,0,0,4,6
518,1,0,3,35,1
430,2,3,1,0,12
517,1,2,1,16,3
430,2,2,0,7,10
418,0,0,1,21,2
331,0,0,3,39,6
519,2,0,2,5,8
417,3,1,0,9,20
331,3,0,7,2,6
519,3,0,0,39,4
519,4,0,0,11,9
328,0,0,1,22,0
516,2,1,1,4,11
328,0,0,2,27,5
519,2,0,0,16,10
516,1,0,4,0,6
342,2,0,0,38,12
518,0,0,3,16,0
324,0,2,1,3,4
518,2,0,7,6,8
418,0,0,1,35,0
418,0,0,1,39,0
519,1,0,0,4,5
517,1,0,5,7,1
340,1,2,3,21,13
340,3,0,2,5,0
519,0,0,3,22,23
418,0,0,0,31,4
328,0,0,0,8,12
412,4,1,0,3,11
418,1,0,1,18,0
328,0,0,2,41,14
328,0,0,6,10,3
417,2,0,1,13,8
519,1,0,3,12,10
519,2,0,2,5,11
331,1,0,1,26,5
418,1,0,2,47,2
418,0,0,2,13,2
519,2,0,3,14,0
519,0,0,1,9,7
519,0,0,4,30,18
417,2,2,2,5,6
328,0,0,3,7,5
332,0,0,3,22,4
331,0,0,3,12,3
418,0,2,2,6,2
406,0,2,2,40,0
331,2,0,1,10,10
516,1,0,2,4,5
418,2,0,2,21,14
328,0,0,1,12,2
418,0,0,3,0,8
412,2,2,2,3,11
335,0,0,4,7,0
418,2,2,4,54,15
331,0,0,3,19,11
342,3,0,1,5,0
328,1,0,3,10,0
412,2,1,4,5,6
418,1,0,1,9,0
516,2,0,2,8,23
519,1,1,4,9,12
328,2,0,5,11,4
328,1,0,3,18,8
516,1,3,0,5,12
328,0,0,3,37,4
412,2,0,3,7,6
331,1,0,3,19,4
326,1,0,2,22,2
332,0,0,2,23,6
518,2,2,4,16,4
412,0,5,0,14,19
328,0,0,3,26,9
418,0,0,1,19,12
418,1,0,1,19,15
418,2,0,3,15,7
517,0,4,0,6,28
519,0,0,3,0,17
516,0,0,0,18,8
516,1,0,4,22,5
328,0,0,3,18,7
427,1,1,0,8,12
418,0,0,2,20,4
519,1,0,2,0,8
418,0,2,2,38,12
519,1,1,4,11,4
418,2,0,2,34,8
331,0,0,2,17,0
430,2,3,0,0,6
412,1,0,0,13,7
412,3,0,0,5,8
328,1,0,3,32,2
328,0,0,5,18,3
331,1,1,2,0,5
328,1,0,1,29,13
418,0,0,2,39,3
517,1,0,2,16,3
519,0,0,0,0,11
418,1,0,2,17,8
342,2,1,2,38,3
340,1,2,3,22,10
517,1,0,5,5,12
418,2,0,3,15,12
418,1,0,2,17,5
418,2,0,0,22,0
412,2,3,2,4,7
519,1,2,4,9,4
417,6,0,3,4,2
418,0,0,3,24,15
335,0,1,3,25,11
518,1,0,3,17,0
418,0,0,1,41,5
519,0,0,0,0,11
517,0,0,0,45,0
328,0,0,1,10,7
332,0,0,2,20,1
328,2,0,2,22,10
328,0,0,2,30,4
519,0,0,2,10,6
412,0,2,0,9,11
430,1,1,1,2,4
516,0,0,2,18,2
519,1,0,2,3,11
519,1,1,3,4,5
519,1,0,4,7,12
328,0,0,2,35,0
516,1,0,2,16,9
418,0,0,3,32,8
516,1,0,2,21,1
519,2,0,1,7,7
328,0,0,2,14,5
418,0,2,2,26,13
516,0,0,2,11,2
328,1,0,2,22,11
331,0,0,3,23,2
328,0,0,5,4,15
516,1,0,7,2,0
517,1,0,3,10,16
516,3,0,0,0,0
328,2,0,3,30,7
347,0,0,0,16,15
430,5,1,2,10,14
516,3,0,1,5,7
328,3,0,1,78,14
516,0,0,0,0,6
418,1,0,2,23,7
328,1,0,2,17,0
418,2,0,3,33,12
331,0,0,2,24,5
516,1,0,4,17,4
331,0,0,2,10,6
427,3,2,0,3,22
328,0,0,2,21,4
519,1,0,0,20,2
516,1,0,2,13,1
519,0,0,3,9,7
516,0,0,2,3,10
418,1,0,1,44,0
418,1,0,1,31,2
342,2,0,2,5,9
519,0,0,2,12,26
430,0,7,0,10,5
519,2,0,3,4,8
418,3,0,3,19,4
328,0,0,3,10,12
418,0,0,0,22,9
328,3,0,0,8,0
418,0,0,2,24,16
517,1,0,1,3,10
517,0,1,1,16,12
328,0,0,2,28,8
418,0,0,2,33,9
328,0,0,3,28,14
418,0,0,1,28,4
418,1,0,1,21,0
347,3,6,2,0,16
347,0,0,2,12,4
519,0,0,3,2,10
418,1,0,3,30,2
519,0,2,4,0,14
328,1,3,3,12,7
340,2,1,1,11,2
340,3,1,0,10,9
516,2,0,3,19,6
328,2,0,2,15,6
519,5,0,0,0,7
418,0,0,3,18,8
430,1,2,0,10,0
516,1,0,4,7,6
344,4,0,1,7,14
418,1,0,2,14,3
412,2,2,0,4,5
332,1,0,4,26,3
418,1,0,4,23,4
517,1,0,1,9,7
406,2,1,1,32,4
519,1,0,3,10,7
519,0,4,0,27,0
335,0,1,3,17,11
331,1,1,3,13,3
324,1,0,4,33,7
518,1,0,2,12,4
342,0,1,3,23,4
418,1,0,3,71,9
328,0,0,4,56,13
328,1,0,2,42,4
331,0,0,2,14,6
519,1,0,2,22,22
412,2,4,0,9,0
418,2,0,1,20,1
430,2,3,0,13,10
418,2,1,1,4,0
430,1,1,0,10,2
418,0,0,2,45,5
519,1,1,3,0,5
517,0,0,2,9,15
418,0,3,1,25,0
519,2,0,3,6,11
417,3,0,3,22,11
340,3,2,2,9,13
418,1,0,2,15,10
332,0,0,2,52,17
517,0,0,2,12,13
430,4,2,2,0,4
406,2,0,1,17,0
